Posições selecionadas,Valores selecionados,Valores gerados,Valores simulados,Erros,Erros absolutos
"(305, 1788)",4.0,1.4561423251925434,1.4606407944186752,-2.5393592055813246,2.5393592055813246
"(460, 4576)",2.0,2.9279556709450913,2.928015544486136,0.928015544486136,0.928015544486136
"(18, 184)",3.0,2.799546497962702,2.8219187010588853,-0.17808129894111469,0.17808129894111469
"(403, 3296)",3.0,0.9625046896746009,0.9811236094889184,-2.018876390511082,2.018876390511082
"(310, 5942)",4.0,3.746304507776654,3.7462734474166415,-0.2537265525833585,0.2537265525833585
"(315, 5017)",4.0,1.3761781116834046,1.3513228764483451,-2.648677123551655,2.648677123551655
"(246, 314)",4.0,1.4879124151884864,1.4590414525603905,-2.5409585474396095,2.5409585474396095
"(104, 1013)",3.0,1.393806305726295,1.3898898437577716,-1.6101101562422284,1.6101101562422284
"(451, 931)",4.0,2.9203084156765624,2.918674910355186,-1.0813250896448139,1.0813250896448139
"(93, 0)",4.0,0.8762066719568801,0.8678278623253621,-3.1321721376746376,3.1321721376746376
"(184, 46)",3.0,1.840842374579219,1.85029912018322,-1.14970087981678,1.14970087981678
"(194, 2453)",2.0,1.1380984896614903,1.130190870279469,-0.869809129720531,0.869809129720531
"(293, 4386)",4.0,2.0585840446247494,2.0590568596353322,-1.9409431403646678,1.9409431403646678
"(419, 839)",5.0,1.950401276203939,1.9500936489175997,-3.0499063510824005,3.0499063510824005
"(252, 1288)",4.0,2.739523910844073,2.7367326123857274,-1.2632673876142726,1.2632673876142726
"(221, 2958)",3.0,1.5621074570483315,1.5626506191447647,-1.4373493808552353,1.4373493808552353
"(293, 1916)",4.5,1.3705498497158284,1.3694311073138503,-3.1305688926861497,3.1305688926861497
"(517, 6)",3.0,0.5,0.49774545323713243,-2.5022545467628676,2.5022545467628676
"(433, 1137)",4.0,0.5,0.5162375702131117,-3.4837624297868883,3.4837624297868883
"(624, 7051)",4.0,2.620880795992468,2.6102349883502884,-1.3897650116497116,1.3897650116497116
"(647, 8960)",4.5,0.5,0.5028807777506586,-3.9971192222493412,3.9971192222493412
"(368, 455)",4.0,1.7524623559350132,2.093560478636705,-1.906439521363295,1.906439521363295
"(47, 4557)",3.0,0.7484680505606385,0.7509062144585109,-2.249093785541489,2.249093785541489
"(52, 2152)",4.0,0.8297832034549275,0.8493021471437792,-3.150697852856221,3.150697852856221
"(229, 8505)",5.0,0.5,0.5020627073171472,-4.4979372926828525,4.4979372926828525
"(14, 6198)",1.5,0.5,0.5006795456628115,-0.9993204543371885,0.9993204543371885
"(601, 98)",4.0,3.5929287268412886,3.625775717033144,-0.37422428296685606,0.37422428296685606
"(20, 615)",3.0,2.1855665027260005,2.1874471748976054,-0.8125528251023946,0.8125528251023946
"(492, 2290)",4.0,2.5061087290950406,2.5100923766872607,-1.4899076233127393,1.4899076233127393
"(241, 524)",5.0,3.1970428317819044,3.1954611029732782,-1.8045388970267218,1.8045388970267218
"(55, 1562)",1.0,2.2234705994667836,2.225341238317975,1.225341238317975,1.225341238317975
"(242, 2318)",3.5,0.5,0.4844777575424676,-3.0155222424575325,3.0155222424575325
"(164, 1580)",3.0,1.2139409682636637,1.2168635555454506,-1.7831364444545494,1.7831364444545494
"(455, 5478)",4.0,0.5,0.520515964025232,-3.479484035974768,3.479484035974768
"(101, 2487)",5.0,0.8443221795107798,0.8438221970459644,-4.156177802954035,4.156177802954035
"(422, 4792)",4.0,0.6057843839432897,0.6085951021920281,-3.391404897807972,3.391404897807972
"(51, 6617)",3.5,2.539534458027867,2.540185474372768,-0.9598145256272321,0.9598145256272321
"(341, 969)",5.0,1.3113500202109107,1.3015456944042365,-3.6984543055957637,3.6984543055957637
"(136, 1906)",4.0,0.5,0.4866854623447322,-3.5133145376552677,3.5133145376552677
"(246, 1219)",5.0,1.236671405584614,1.2573281893849055,-3.7426718106150947,3.7426718106150947
"(569, 5144)",4.0,1.7255798068715409,1.734073501635049,-2.265926498364951,2.265926498364951
"(511, 1045)",4.0,0.5,0.5030645097212537,-3.496935490278746,3.496935490278746
"(663, 6367)",4.0,0.7709642261034443,0.7658909420171125,-3.2341090579828875,3.2341090579828875
"(486, 483)",4.0,4.792623830686662,4.7451525386978775,0.7451525386978775,0.7451525386978775
"(425, 6632)",4.0,3.171707944951619,3.171755381173662,-0.8282446188263379,0.8282446188263379
"(196, 1573)",4.0,0.6274304434267117,0.6325995560598516,-3.3674004439401486,3.3674004439401486
"(349, 695)",3.0,0.5,0.49142445078202096,-2.508575549217979,2.508575549217979
"(670, 2458)",4.0,3.8450702419376657,3.817336539703014,-0.1826634602969861,0.1826634602969861
"(14, 4723)",1.5,1.1362097878294075,1.1365244760631603,-0.3634755239368397,0.3634755239368397
"(29, 1462)",5.0,0.5,0.49927992188322207,-4.500720078116778,4.500720078116778
"(14, 7136)",1.5,1.350583389775179,1.3507960640651806,-0.1492039359348194,0.1492039359348194
"(158, 966)",4.0,1.110232568847465,1.09646551667503,-2.90353448332497,2.90353448332497
"(246, 180)",3.0,0.5,0.49740170844177295,-2.502598291558227,2.502598291558227
"(499, 328)",2.5,0.8839976139708412,0.8677411962609759,-1.632258803739024,1.632258803739024
