Posições selecionadas,Valores selecionados,Valores gerados,Valores simulados,Erros,Erros absolutos
"(218, 406)",3.0,2.224841102063033,2.0609821446814935,-0.9390178553185065,0.9390178553185065
"(438, 3581)",3.0,0.5,0.6804677459244458,-2.319532254075554,2.319532254075554
"(613, 1692)",2.0,4.361816279113301,4.2609395859261845,2.2609395859261845,2.2609395859261845
"(653, 2746)",4.0,2.3167971623491113,2.3208418868102982,-1.6791581131897018,1.6791581131897018
"(273, 263)",4.0,0.871869748350288,1.580060988928193,-2.419939011071807,2.419939011071807
"(310, 1638)",4.0,4.4326784384596065,4.436215160490918,0.43621516049091813,0.43621516049091813
"(14, 6171)",1.5,1.5468732346900664,1.551095840384351,0.05109584038435111,0.05109584038435111
"(474, 2764)",4.0,1.1941050642668056,1.1992006780051692,-2.800799321994831,2.800799321994831
"(546, 2038)",1.0,2.268468529027228,2.2687669642173636,1.2687669642173636,1.2687669642173636
"(307, 129)",3.0,2.336137476162986,2.317230602769092,-0.6827693972309081,0.6827693972309081
"(212, 7640)",3.5,0.6772792180920206,0.6949000014989646,-2.8050999985010354,2.8050999985010354
"(53, 7238)",3.5,1.353756382806322,2.208628318097107,-1.291371681902893,1.291371681902893
"(72, 8505)",4.5,1.448059631638449,1.440476519941772,-3.0595234800582283,3.0595234800582283
"(441, 3973)",5.0,1.841428160059189,1.9194517855559157,-3.080548214444084,3.080548214444084
"(249, 7372)",4.0,0.5,0.5700875408537182,-3.4299124591462817,3.4299124591462817
"(504, 984)",2.0,3.598499927250342,3.6686275083852036,1.6686275083852036,1.6686275083852036
"(429, 2346)",5.0,0.6127455076567903,0.6749169826951096,-4.32508301730489,4.32508301730489
"(120, 494)",4.0,0.738916476319551,1.348364643665057,-2.651635356334943,2.651635356334943
"(663, 5618)",4.5,1.6751277996914,1.6794749743946589,-2.820525025605341,2.820525025605341
"(535, 401)",5.0,0.5,1.0256719994966201,-3.97432800050338,3.97432800050338
"(293, 5141)",3.5,0.9160511847352155,0.9091491235637662,-2.590850876436234,2.590850876436234
"(389, 702)",1.0,3.2499386367266943,3.115637891138382,2.115637891138382,2.115637891138382
"(606, 5475)",3.0,1.0262455749599253,1.1200374734457528,-1.8799625265542472,1.8799625265542472
"(472, 8262)",4.0,1.8085769711520534,1.9444288532519596,-2.0555711467480404,2.0555711467480404
"(239, 4686)",4.5,1.6838214393485047,1.5879130300386215,-2.9120869699613783,2.9120869699613783
"(149, 42)",1.0,3.2083699188855648,3.2305872724479836,2.2305872724479836,2.2305872724479836
"(546, 7008)",3.5,0.5,0.497472096899959,-3.002527903100041,3.002527903100041
"(42, 470)",3.0,2.811708631559744,2.757180768332531,-0.2428192316674691,0.2428192316674691
"(212, 4686)",3.0,1.2154978404295265,1.1902479730659834,-1.8097520269340166,1.8097520269340166
"(546, 3745)",3.0,1.8269165160005827,1.829820181472916,-1.170179818527084,1.170179818527084
"(118, 1119)",4.0,0.5,0.540417769013166,-3.4595822309868343,3.4595822309868343
"(381, 3058)",2.5,3.335743472596083,3.322318109906389,0.822318109906389,0.822318109906389
"(164, 5115)",4.0,0.9479814478517321,0.9713908358400519,-3.028609164159948,3.028609164159948
"(623, 6778)",2.5,0.5,0.5043610182796117,-1.9956389817203883,1.9956389817203883
"(372, 48)",4.0,3.455455163953982,3.3993374197213853,-0.6006625802786147,0.6006625802786147
"(648, 283)",3.0,4.155675834457793,3.467788373476452,0.4677883734764521,0.4677883734764521
"(546, 302)",4.5,0.6242989269511643,0.6054167349962466,-3.8945832650037535,3.8945832650037535
"(99, 5)",3.0,0.5,1.800077092212815,-1.199922907787185,1.199922907787185
"(517, 654)",4.0,4.765404632065106,4.745734869031375,0.7457348690313754,0.7457348690313754
"(451, 1410)",4.0,0.5,0.5159757744276628,-3.484024225572337,3.484024225572337
"(221, 2939)",5.0,1.04278714385267,1.075750118113207,-3.924249881886793,3.924249881886793
"(467, 2772)",3.5,0.5,0.47433686731255376,-3.025663132687446,3.025663132687446
"(653, 4388)",3.0,1.180774241629066,1.2179541321674172,-1.7820458678325828,1.7820458678325828
"(274, 6133)",4.5,1.769768275996142,1.78430617498038,-2.71569382501962,2.71569382501962
"(164, 283)",2.5,0.6292185972799851,0.6033074796204989,-1.896692520379501,1.896692520379501
"(456, 8191)",0.5,1.4721507956188322,1.4893551094943587,0.9893551094943587,0.9893551094943587
"(595, 268)",3.5,2.6878482392042735,2.7206395274853437,-0.7793604725146563,0.7793604725146563
"(235, 5488)",4.5,0.5,0.5355351367365084,-3.9644648632634913,3.9644648632634913
"(29, 2371)",5.0,4.183135694342371,4.179970257795316,-0.8200297422046843,0.8200297422046843
"(651, 7230)",3.0,3.2049077662072194,3.202989474433606,0.20298947443360582,0.20298947443360582
"(145, 7158)",3.0,2.996133233087848,2.834233887723931,-0.16576611227606897,0.16576611227606897
"(451, 5311)",3.5,2.568688780203461,2.5696414905764735,-0.9303585094235265,0.9303585094235265
"(549, 571)",5.0,1.1301178507043679,1.5255954325884336,-3.4744045674115664,3.4744045674115664
"(176, 654)",4.0,3.8487867675197744,3.8373609809911176,-0.16263901900888245,0.16263901900888245
"(152, 1390)",5.0,1.506613934026236,1.8688327540383436,-3.1311672459616564,3.1311672459616564
"(598, 7618)",2.5,0.6408455592750579,0.6789691839385625,-1.8210308160614375,1.8210308160614375
"(317, 617)",3.0,0.5,0.9796877054831453,-2.0203122945168546,2.0203122945168546
"(496, 1788)",2.0,0.5,0.7021100286501222,-1.297889971349878,1.297889971349878
"(467, 3869)",3.5,0.5,0.4700399604573082,-3.0299600395426918,3.0299600395426918
"(381, 7400)",3.0,0.5,0.548512813897542,-2.451487186102458,2.451487186102458
"(563, 3053)",1.0,2.1600438442770624,2.1610502767783295,1.1610502767783295,1.1610502767783295
"(310, 1422)",1.5,2.0461684933822792,2.056552469602802,0.5565524696028019,0.5565524696028019
"(198, 4871)",4.0,0.9883788036445513,1.0177576137920268,-2.9822423862079734,2.9822423862079734
"(269, 7008)",4.0,0.5,0.6600927255159568,-3.3399072744840432,3.3399072744840432
