Posições selecionadas,Valores selecionados,Valores gerados,Valores simulados,Erros,Erros absolutos
"(229, 7388)",2.0,2.4434339021068223,2.7857644513791064,0.7857644513791064,0.7857644513791064
"(352, 1481)",2.0,2.9009785641243018,2.902961153404696,0.902961153404696,0.902961153404696
"(595, 2960)",3.5,0.5,1.8596701642403333,-1.6403298357596667,1.6403298357596667
"(595, 650)",3.0,0.6095730718278105,1.8329978343840247,-1.1670021656159753,1.1670021656159753
"(310, 1619)",2.5,0.5,0.6710176881679821,-1.8289823118320179,1.8289823118320179
"(149, 2824)",3.0,0.9166511124109422,2.227522456696247,-0.772477543303753,0.772477543303753
"(546, 5338)",2.5,0.6047893770096151,0.6185068905462482,-1.8814931094537517,1.8814931094537517
"(149, 3221)",3.5,1.5845866934231467,2.5111531513266088,-0.9888468486733912,0.9888468486733912
"(26, 1303)",4.0,1.1104569405774662,2.6719871610603416,-1.3280128389396584,1.3280128389396584
"(281, 2103)",3.5,1.8779067896006836,2.5774389509065063,-0.9225610490934937,0.9225610490934937
"(658, 880)",3.0,1.287083569563515,2.213095413392233,-0.7869045866077671,0.7869045866077671
"(393, 1374)",2.0,3.0276740410329497,2.7164896877040534,0.7164896877040534,0.7164896877040534
"(451, 3357)",4.0,1.7261969060786502,1.7667833717035841,-2.233216628296416,2.233216628296416
"(552, 8382)",5.0,0.5,2.56992271064698,-2.43007728935302,2.43007728935302
"(261, 89)",3.0,1.8385894989667086,1.894535631452714,-1.105464368547286,1.105464368547286
"(352, 2583)",2.0,0.5,1.6634320984498685,-0.3365679015501315,0.3365679015501315
"(81, 100)",5.0,0.5,2.461618722855214,-2.538381277144786,2.538381277144786
"(352, 18)",2.5,0.5,1.0485655982409652,-1.4514344017590348,1.4514344017590348
"(293, 3182)",4.5,1.6137596435428647,1.6469605698225944,-2.8530394301774056,2.8530394301774056
"(394, 1769)",2.0,0.5678621763851466,2.7055962788493053,0.7055962788493053,0.7055962788493053
"(654, 3548)",4.5,2.8022430286044,3.0388505516231445,-1.4611494483768555,1.4611494483768555
"(55, 7185)",4.0,1.826125513165026,1.8189924974832992,-2.181007502516701,2.181007502516701
"(132, 7863)",0.5,0.5,1.8244732702703799,1.3244732702703799,1.3244732702703799
"(490, 2169)",5.0,0.5,2.7625955145096857,-2.2374044854903143,2.2374044854903143
"(186, 37)",4.5,0.7541972104103773,1.2817035571943571,-3.218296442805643,3.218296442805643
"(211, 7550)",4.5,1.1435604050888792,1.5926141269345107,-2.9073858730654893,2.9073858730654893
"(138, 3477)",3.0,2.091728425055855,2.766675896675541,-0.23332410332445885,0.23332410332445885
"(55, 1352)",5.0,2.976685668017094,2.8312315374687174,-2.1687684625312826,2.1687684625312826
"(379, 4604)",2.5,0.5,0.16986551361081006,-2.33013448638919,2.33013448638919
"(508, 5022)",3.5,2.958863315808335,2.9809770739160997,-0.5190229260839003,0.5190229260839003
"(546, 3819)",2.0,2.7067399457324592,2.7136968833505555,0.7136968833505555,0.7136968833505555
"(244, 2374)",5.0,2.1276643149270837,3.1754841511734817,-1.8245158488265183,1.8245158488265183
"(104, 4081)",2.5,0.5,2.2196570620704357,-0.28034293792956433,0.28034293792956433
"(125, 483)",4.0,1.3345590917039116,2.876114873311293,-1.123885126688707,1.123885126688707
"(504, 526)",3.5,1.3829337619403197,2.5916321587896918,-0.9083678412103082,0.9083678412103082
"(239, 719)",4.5,3.8450937058556462,3.45689524579889,-1.04310475420111,1.04310475420111
"(405, 4152)",5.0,3.9020777589814686,2.8827640933995005,-2.1172359066004995,2.1172359066004995
"(576, 31)",4.5,1.5736842379501845,0.9958333175064631,-3.504166682493537,3.504166682493537
"(517, 2159)",3.0,1.4648332897231542,1.461228156031094,-1.538771843968906,1.538771843968906
"(76, 4321)",3.0,0.5457722470731925,2.291296255104306,-0.7087037448956939,0.7087037448956939
"(435, 2322)",1.0,3.4424053032276243,2.8285535381448876,1.8285535381448876,1.8285535381448876
"(298, 3653)",4.5,4.2291872139203655,4.27184651092151,-0.22815348907849042,0.22815348907849042
"(579, 961)",4.0,1.4944410528322214,1.604516463317829,-2.395483536682171,2.395483536682171
"(305, 13)",3.0,1.3901403743167844,1.782308251686369,-1.217691748313631,1.217691748313631
"(72, 5106)",3.0,2.4263062949567087,2.4145378554157015,-0.5854621445842985,0.5854621445842985
"(18, 963)",5.0,0.648529559288095,2.2329087663374123,-2.7670912336625877,2.7670912336625877
"(491, 932)",5.0,2.9099709385062305,2.8960494581549288,-2.1039505418450712,2.1039505418450712
"(417, 5980)",4.0,1.752100584449976,2.7157964199678992,-1.2842035800321008,1.2842035800321008
"(345, 1716)",3.0,0.6470576632772328,0.9480490624889681,-2.051950937511032,2.051950937511032
"(471, 880)",5.0,3.6046132409988023,3.6537891259774855,-1.3462108740225145,1.3462108740225145
"(239, 5052)",3.5,1.094865274477177,2.549325654948768,-0.9506743450512318,0.9506743450512318
"(145, 644)",3.5,1.4957716099767713,2.7132453641121734,-0.7867546358878266,0.7867546358878266
"(94, 1317)",2.0,0.5,1.0763680570125587,-0.9236319429874413,0.9236319429874413
"(422, 6647)",3.0,1.6902744814459572,2.0834011313855725,-0.9165988686144275,0.9165988686144275
